"Device","Site","Status","IP Address","Availability","CPU/Memory","CPU AVG","Memory AVG","Tags","Vendor","Type","Version","Description"
"tgncrwcrt002","Talegon","Good","10.193.198.159","Good","Good","1","4","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"tjncrwcrt001","Daejeon VSSM HQ","Good","10.193.211.222","Good","Good","1","4","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"tjncrwcrt002","Daejeon VSSM HQ","Good","10.193.211.223","Good","Good","1","4","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"tjncrwcrt003","Daejeon VSSM HQ","Good","10.193.211.248","Good","Good","14","41","Corp, GMIO","Viptela","Router","20.3.3","Viptela SNMP agent"
"tjncrwcrt004","Daejeon VSSM HQ","Good","10.193.211.249","Good","Good","14","41","Corp, GMIO","Viptela","Router","20.3.3","Viptela SNMP agent"
"tmxcrwcrt001","Toluca PT and CCA","Good","10.193.20.222","Good","Good","1","12","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ASR1000 Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:32 by "
"tmxcrwcrt002","Toluca PT and CCA","Good","10.193.20.223","Good","Good","1","12","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ASR1000 Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:32 by "
"tmxcrwcrt003","Toluca PT and CCA","Good","10.193.20.248","Good","Good","10","59","","Viptela","Router","20.3.3","Viptela SNMP agent"
"tmxcrwcrt004","Toluca PT and CCA","Good","10.193.20.249","Good","Good","14","59","","Viptela","Router","20.3.3","Viptela SNMP agent"
"tnycrwcrt001","Tonawanda PT","Good","10.193.21.30","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"tnycrwcrt002","Tonawanda PT","Good","10.193.21.31","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"tnycrwcrt003","Tonawanda PT","Good","10.193.21.56","Good","Good","26","36","","Viptela","Router","20.3.3","Viptela SNMP agent"
"tnycrwcrt004","Tonawanda PT","Good","10.193.21.57","Good","Good","19","36","","Viptela","Router","20.3.3","Viptela SNMP agent"
"tsucrwcrt001","JAPAN ISUZU","Good","10.193.209.30","Good","Good","1","4","Supplier, GMIO","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"tsucrwcrt002","JAPAN ISUZU","Good","10.193.209.31","Good","Good","1","4","Supplier, GMIO","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"turcrwcrt001","Turin","Good","10.193.132.222","Good","Good","1","4","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"turcrwcrt002","Turin","Good","10.193.132.223","Good","Good","1","4","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"turcrwcrt003-001-fl02","Turin","Good","10.193.160.253","Good","Good","27","30","","Viptela","Router","20.3.3","Viptela SNMP agent"
"turcrwcrt004-001-fl04","Turin","Good","10.193.160.254","Good","Good","18","30","","Viptela","Router","20.3.3","Viptela SNMP agent"
"vlocrwcrt001","VICENTE LOPEZ","Good","10.193.71.158","Good","Good","6","3","","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1986-2"
"vlocrwcrt002","VICENTE LOPEZ","Good","10.193.71.159","Good","Good","6","3","","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1986-2"
"vpmcrwcrt001","Flint Assembly","Good","10.193.6.158","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"vpmcrwcrt002","Flint Assembly","Good","10.193.6.159","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"vpmcrwcrt003","Flint Assembly","Good","10.193.6.184","Good","Good","39","37","","Viptela","Router","20.3.3","Viptela SNMP agent"
"vpmcrwcrt004","Flint Assembly","Good","10.193.6.185","Good","Good","24","37","","Viptela","Router","20.3.3","Viptela SNMP agent"
"wamcrwcrt001","Auxiliary Engineering Building  (13 mile)","Good","10.193.28.158","Good","Good","1","4","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"wamcrwcrt002","Auxiliary Engineering Building  (13 mile)","Good","10.193.28.159","Good","Good","1","4","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"wamcrwcrt003","Auxiliary Engineering Building  (13 mile)","Good","10.193.28.184","Good","Good","14","34","","Viptela","Router","20.3.3","Viptela SNMP agent"
"wamcrwcrt004","Auxiliary Engineering Building  (13 mile)","Good","10.193.28.185","Good","Good","15","34","","Viptela","Router","20.3.3","Viptela SNMP agent"
"wcecrwcrt001","Cadilllac Towers","Good","10.193.26.222","Good","Good","3","4","cEdge, CORP, GMNA","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1986-2"
"wcecrwcrt002","Cadilllac Towers","Good","10.193.26.223","Good","Good","4","16","cEdge, CORP, GMNA","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1986-2"
"wcocrwcrt001","Cincinnati CCA PDC","Good","10.193.4.94","Good","Good","6","3","CCA, GMNA","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1986-2"
"wcocrwcrt002","Cincinnati CCA PDC","Good","10.193.4.95","Good","Good","6","3","CCA, GMNA","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1986-2"
"wcvcrwcrt001","Warren Company Vehicle Operations","Good","10.193.37.222","Good","Good","6","16","Corp, cEdge, GMNA","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1986-2"
"wcvcrwcrt002","Warren Company Vehicle Operations","Good","10.193.37.223","Good","Good","6","16","Corp, cEdge, GMNA","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1986-2"
"wdccrwcrt001","Washington","Good","10.193.22.222","Good","Good","8","3","","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1986-2"
"wdccrwcrt002","Washington","Good","10.193.22.223","Good","Good","8","3","","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1986-2"
"wdpcrwcrt001","Drayton Plains Whse","Good","10.193.5.222","Good","Good","11","8","CCA, GMNA","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], c8000be Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 19"
"wdpcrwcrt002","Drayton Plains Whse","Good","10.193.5.223","Good","Good","11","7","CCA, GMNA","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], c8000be Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 19"
"wdscrwcrt001","Lake Buena Vista","Good","10.193.12.222","Good","Good","1","4","GMNA","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"wjacrwcrt001","Wonju AS Center","Good","10.193.207.30","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"wjacrwcrt002","Wonju AS Center","Good","10.193.207.31","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"wjacrwcrt003","Wonju AS Center","Good","10.193.207.56","Good","Good","14","39","KOR, GMIO","Viptela","Router","20.3.3","Viptela SNMP agent"
"wjacrwcrt004","Wonju AS Center","Good","10.193.207.57","Good","Good","14","39","KOR, GMIO","Viptela","Router","20.3.3","Viptela SNMP agent"
"wlacrlcrt002-7001-h39","Unspecified","Good","172.20.79.0","Good","Good","9","13","","Cisco","Router","17.6.4","Cisco IOS Software [Bengaluru], Catalyst L3 Switch Software (CAT9K_IOSXE), Version 17.6.4, RELEASE SOFTWARE (fc1)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2022 by Cisco Systems, Inc.
Compiled Sun 14-Aug-22 08:58 by mcpre"
"wmhcrwcrt001","LANSING CCA","Good","10.193.13.94","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"wmhcrwcrt002","LANSING CCA","Good","10.193.13.95","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"wmhcrwcrt003","LANSING CCA","Good","10.193.13.120","Good","Good","16","33","","Viptela","Router","20.3.3","Viptela SNMP agent"
"wmhcrwcrt004","LANSING CCA","Good","10.193.13.121","Good","Good","20","33","","Viptela","Router","20.3.3","Viptela SNMP agent"
"wpdcrwcrt001","Woodstock CCA","Good","10.193.24.30","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"wpdcrwcrt002","Woodstock CCA","Good","10.193.24.31","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"wpdcrwcrt003","Woodstock CCA","Good","10.193.24.56","Good","Good","15","33","","Viptela","Router","20.3.3","Viptela SNMP agent"
"wpdcrwcrt004","Woodstock CCA","Good","10.193.24.57","Good","Good","16","33","","Viptela","Router","20.3.3","Viptela SNMP agent"
"wqvcrwcrt001","Western Regional","Good","10.193.23.158","Good","Good","1","5","Corp, GMNA","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"wqvcrwcrt002","Western Regional","Good","10.193.23.159","Good","Good","1","5","Corp, GMNA","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"wqvcrwcrt003","Western Regional","Good","10.193.23.184","Good","Good","18","34","Corp, GMNA","Viptela","Router","20.3.3","Viptela SNMP agent"
"wqvcrwcrt004","Western Regional","Good","10.193.23.185","Good","Good","20","35","Corp, GMNA","Viptela","Router","20.3.3","Viptela SNMP agent"
"wtvcrwcrt001","Wentzville Assembly","Good","10.193.23.30","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"wtvcrwcrt002","Wentzville Assembly","Good","10.193.23.31","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"wtvcrwcrt003","Wentzville Assembly","Good","10.193.23.56","Good","Good","41","37","","Viptela","Router","20.3.3","Viptela SNMP agent"
"wtvcrwcrt004","Wentzville Assembly","Good","10.193.23.57","Good","Good","24","36","","Viptela","Router","20.3.3","Viptela SNMP agent"
"wvdcrwcrt001","Warren VDOC","Good","10.193.25.158","Good","Good","1","5","GMNA","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"wvdcrwcrt002","Warren VDOC","Good","10.193.25.159","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"wvdcrwcrt003","Warren VDOC","Good","10.193.25.184","Good","Good","10","61","","Viptela","Router","20.3.3","Viptela SNMP agent"
"wvdcrwcrt004","Warren VDOC","Good","10.193.25.185","Good","Good","12","61","","Viptela","Router","20.3.3","Viptela SNMP agent"
"xeacrwcrt001","Concord Engineering Center","Good","10.193.37.158","Good","Good","1","4","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"xeacrwcrt002","Concord Engineering Center","Good","10.193.37.159","Good","Good","1","4","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"yglcrwcrt001","Se-Jong Logistic Center","Good","10.193.203.94","Good","Good","1","5","GMIO","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"yglcrwcrt002","Se-Jong Logistic Center","Good","10.193.203.95","Good","Good","1","5","GMIO","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"yglcrwcrt003","Se-Jong Logistic Center","Good","10.193.203.120","Good","Good","15","39","CCA, GMIO","Viptela","Router","20.3.3","Viptela SNMP agent"
"yglcrwcrt004","Se-Jong Logistic Center","Good","10.193.203.121","Good","Good","14","41","CCA, GMIO","Viptela","Router","20.3.3","Viptela SNMP agent"
"yspcrwcrt001","Ypsilanti CCA","Good","10.193.24.94","Good","Good","14","7","CCA, GMNA","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], c8000be Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 19"
